product_number	produkt_name	hersteller	stock	available_stock	active	manufacturer_number	brutto_preis	varianten	created_at
FVQFIX	Individuelle Schließanlage FVQFIX	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FWLJX9	Individuelle Schließanlage FWLJX9	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FYKVWQ	Individuelle Schließanlage FYKVWQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FYQWDV	Individuelle Schließanlage FYQWDV	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
G13DJ	Individuelle Schliessanlage DOM ix Twido Nr: G13DJ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-11 00:00:00.000
G1G6DA	Individuelle Schließanlage G1G6DA	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
G2JSI	Individuelle Schliessanlage  Winkhaus X-TRA Nr: G2JSI	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-15 00:00:00.000
G2NEU	Individuelle Schliessanlage DOM Twinstar Nr: G2NEU	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-16 00:00:00.000
G39O5A	Individuelle Schließanlage G39O5A	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
G5OB90	Individuelle Schließanlage G5OB90	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
G7GWOJ	Individuelle Schließanlage G7GWOJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
G8N0JQ	Individuelle Schließanlage G8N0JQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
G9Z6Q	Individuelle Schliessanlage DOM RS Sigma plus Nr: G9Z6Q	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-16 00:00:00.000
GADUI	Individuelle Schliessanlage DOM Twinstar Nr: GADUI	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-07-10 00:00:00.000
GAV69	Individuelle Schliessanlage DOM ix Twido Nr: GAV69	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-03-11 00:00:00.000
GC35V	Individuelle Schliessanlage  Winkhaus X-TRA Nr: GC35V	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-06-14 00:00:00.000
GCM7G	Individuelle Schliessanlage DOM ix Twido Nr: GCM7G	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-06 00:00:00.000
GCRHA	Individuelle Schliessanlage  Winkhaus X-TRA Nr: GCRHA	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-29 00:00:00.000
GCYQZN	Individuelle Schließanlage GCYQZN	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
GE4QNC	Individuelle Schließanlage GE4QNC	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
GEZE-115005	GEZE Gleitstein für ISM/ E-ISM/ R-ISM Gleitschiene	GEZE	8	8	0	NULL	NULL	0	2021-03-08 00:00:00.000
GEZE-122940	Drahtseil/Bowdenzug für ISM-Gleitschiene	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
GEZE-GZES20	GEZE Schieber für TS 2000/ 3000	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
GEZE-GZES40	GEZE Schieber für TS 4000/ 5000/5000 L	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
GFSTK	Individuelle Schliessanlage  Winkhaus X-TRA Nr: GFSTK	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-25 00:00:00.000
GHYQ9	Individuelle Schliessanlage DOM ix Twido Nr: GHYQ9	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-11-10 00:00:00.000
GIXEO	Individuelle Schliessanlage  Winkhaus X-TRA Nr: GIXEO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-10-16 00:00:00.000
GKMSW	Individuelle Schliessanlage DOM Twinstar Nr: GKMSW	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-05-08 00:00:00.000
GKTV5	Individuelle Schliessanlage DOM Twinstar Nr: GKTV5	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-09 00:00:00.000
GLLSJ	Individuelle Schliessanlage  Winkhaus X-TRA Nr: GLLSJ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-06-26 00:00:00.000
GLLTNS	Individuelle Schließanlage GLLTNS	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
GLOQY8	Individuelle Schließanlage GLOQY8	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
GNBF2	Individuelle Schliessanlage DOM ix Twido Nr: GNBF2	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-28 00:00:00.000
GNCUO4	Individuelle Schließanlage GNCUO4	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
GPJSO	Individuelle Schliessanlage DOM ix Twido Nr: GPJSO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-17 00:00:00.000
GPT9GQ	Individuelle Schließanlage GPT9GQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
GQ4L3T	Individuelle Schließanlage GQ4L3T	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
GRLB3	Individuelle Schliessanlage DOM ix Twido Nr: GRLB3	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-08 00:00:00.000
GUVMUL	Individuelle Schließanlage GUVMUL	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
GYPX0	Individuelle Schliessanlage DOM Twinstar Nr: GYPX0	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-02 00:00:00.000
GZJM2M	Individuelle Schließanlage GZJM2M	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
GZR8X	Individuelle Schliessanlage DOM ix Twido Nr: GZR8X	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-11-19 00:00:00.000
H015A	Individuelle Schliessanlage  Winkhaus X-TRA Nr: H015A	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-02-06 00:00:00.000
H18OGI	Individuelle Schließanlage H18OGI	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
H193Z	Individuelle Schliessanlage DOM RS Sigma plus Nr: H193Z	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-19 00:00:00.000
H2K8S	Individuelle Schliessanlage  Winkhaus X-TRA Nr: H2K8S	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-10-15 00:00:00.000
H2XTR	Individuelle Schliessanlage  Winkhaus X-TRA Nr: H2XTR	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-18 00:00:00.000
H2ZGE9	Individuelle Schließanlage H2ZGE9	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
H3U0P	Individuelle Schliessanlage DOM ix Twido Nr: H3U0P	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-07 00:00:00.000
H45GKP	Individuelle Schließanlage H45GKP	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
H67EJ	Individuelle Schliessanlage DOM ix Twido Nr: H67EJ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-08-08 00:00:00.000
H7DXEJ	Individuelle Schließanlage H7DXEJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
HBPAU	Individuelle Schliessanlage DOM RS Sigma plus Nr: HBPAU	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-17 00:00:00.000
HCDDQ	Individuelle Schliessanlage DOM RS Sigma plus Nr: HCDDQ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-08-05 00:00:00.000
HCMUO	Individuelle Schliessanlage DOM ix Twido Nr: HCMUO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-17 00:00:00.000
HDIH3M	Individuelle Schließanlage HDIH3M	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
HEB-ZYL-M19X16	Briefkastenschloss, verschiedenschließend (VS), M19x16 mm	ToniTec	138	138	1	NULL	NULL	0	2021-03-08 00:00:00.000
HEB-ZYL-M19X20	Briefkastenschloss, verschiedenschließend (VS), M19x20 mm	ToniTec	80	80	1	NULL	NULL	0	2021-03-08 00:00:00.000
HEB-ZYL-M19X25	Briefkastenschloss, verschiedenschließend (VS), M19x25 mm	ToniTec	57	57	1	NULL	NULL	0	2021-03-08 00:00:00.000
HEB-ZYL-M19X30	Briefkastenschloss, verschiedenschließend (VS), M19x30 mm	ToniTec	44	44	1	NULL	NULL	0	2021-03-08 00:00:00.000
HEWI-72.7B-10	HEWI Wechselstift 10 x 80mm, zur Einsteckmontage	HEWI	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
HEWI-72.7B-8	HEWI Wechselstift 8 x 80mm, zur Einsteckmontage	HEWI	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
HEWI-72.7B-9	HEWI Wechselstift 9 x 80mm, zur Einsteckmontage	HEWI	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
HF-903.91.624	Türdrücker-Garnitur Häfele "Startec" PDH4103 Edelstahl	Häfele	11	11	1	903.91.624	NULL	0	2022-04-11 00:00:00.000
HF-903.92.574	Rosettengarnitur Häfele "Startec" PDH4102, PZ, Nuss 8 mm, Ø 55 mm, Edelstahl, U-Form-Drücker	Häfele	13	13	1	903.92.574	NULL	0	2022-04-11 00:00:00.000
HF-903.92.624	Rosettengarnitur Häfele "Startec" PDH4103, PZ, Nuss 8 mm, Ø 55 mm, Edelstahl, L-Form-Drücker	Häfele	13	13	1	903.92.624	NULL	0	2021-11-18 00:00:00.000
HF-903.93.574	Rosettengarnitur Häfele "Startec" PDH4102, BAD/WC, Nuss 8 mm, Ø 55 mm, Edelstahl, U-Form-Drücker	Häfele	12	12	1	903.93.574	NULL	0	2021-11-18 00:00:00.000
HF-903.93.624	Rosettengarnitur Häfele "Startec" PDH4103, BAD/WC, Nuss 8 mm, Ø 55 mm, Edelstahl, L-Form-Drücker	Häfele	8	8	1	903.93.624	NULL	0	2021-11-18 00:00:00.000
HF-903.95.574	Türdrücker-Garnitur, Häfele "Startec" PDH 4102 Edelstahl, DIN L	Häfele	-2	-2	1	903.95.574	NULL	0	2022-04-11 00:00:00.000
HF-903.96.574	Türdrücker-Garnitur, Häfele "Startec" PDH 4102 Edelstahl, DIN R	Häfele	11	11	1	903.96.574	NULL	0	2022-04-11 00:00:00.000
HF7VE	Individuelle Schliessanlage DOM ix Twido Nr: HF7VE	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-06 00:00:00.000
HG93R	Individuelle Schliessanlage DOM RS Sigma plus Nr: HG93R	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-08-25 00:00:00.000
HGC9U	Individuelle Schliessanlage DOM RS Sigma plus Nr: HGC9U	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-16 00:00:00.000
HMON51	Individuelle Schließanlage HMON51	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
HMQKY	Individuelle Schliessanlage  Winkhaus X-TRA Nr: HMQKY	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-05 00:00:00.000
HNQXO	Individuelle Schliessanlage DOM ix Twido Nr: HNQXO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-05-23 00:00:00.000
HO1117ALBB04	Zimmertürgarnitur Hoppe "Birmingham" 1117/202SP, 72 mm BB, Nuss 8 mm, Langschild, F4	Hoppe	0	0	0	2533960	NULL	0	2020-04-07 00:00:00.000
HO1117ALPZ04	Zimmertürgarnitur Hoppe "Birmingham" 1117/202SP, 72 mm PZ, Nuss 8 mm, Langschild, F4	Hoppe	0	0	0	2533994	NULL	0	2020-04-07 00:00:00.000
HO1810SD72D7601	Schutz-Drückergarnitur Hoppe "New York" 1810H/3331/3410, 72 mm PZ, Nuss 8 mm, Schutzlangschild, F1	Hoppe	2	2	0	3664662	NULL	0	2020-04-17 00:00:00.000
HO1810SD72K7601	Schutz-Wechselgarnitur Hoppe "New York" 76G/3331/3410/1810H, 72 mm PZ, Nuss 8 mm, Schutzlangschild,	Hoppe	2	2	1	3664785	NULL	0	2020-04-17 00:00:00.000
HO1810SD92D7601	Schutz-Drückergarnitur Hoppe "New York" 1810H/3331/3410, 92 mm PZ, Nuss 10 mm, Schutzlangschild, F1	Hoppe	2	2	1	3664654	NULL	0	2020-04-17 00:00:00.000
HO1810SD92K7601	Schutz-Wechselgarnitur Hoppe "New York" 76G/3331/3410/1810H, 92 mm PZ, Nuss 10 mm, Schutzlangschild,	Hoppe	0	0	1	3664751	NULL	0	2020-04-17 00:00:00.000
HR2A4	Individuelle Schliessanlage DOM Twinstar Nr: HR2A4	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-25 00:00:00.000
HRHDDI	Individuelle Schließanlage HRHDDI	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
HSS0NJ	Individuelle Schließanlage HSS0NJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
HTUXA3	Individuelle Schließanlage HTUXA3	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
HYZGE	Individuelle Schliessanlage  Winkhaus X-TRA Nr: HYZGE	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-03 00:00:00.000
HZNM98	Individuelle Schließanlage HZNM98	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
I1290	Individuelle Schliessanlage DOM ix Twido Nr: I1290	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-09-07 00:00:00.000
I1MTQY	Individuelle Schließanlage I1MTQY	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
I4DUF2	Individuelle Schließanlage I4DUF2	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
I5GAQ	Individuelle Schliessanlage  Winkhaus X-TRA Nr: I5GAQ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-08-22 00:00:00.000
I6OS1	Individuelle Schliessanlage  Winkhaus X-TRA Nr: I6OS1	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-21 00:00:00.000
IBUVS	Individuelle Schliessanlage  Winkhaus X-TRA Nr: IBUVS	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-01 00:00:00.000
ID7I5S	Individuelle Schließanlage ID7I5S	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IDA5JB	Individuelle Schließanlage IDA5JB	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IGHR1	Individuelle Schliessanlage DOM ix Twido Nr: IGHR1	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-05 00:00:00.000
II3DR	Individuelle Schliessanlage  Winkhaus X-TRA Nr: II3DR	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-07 00:00:00.000
IJ0JV9	Individuelle Schließanlage IJ0JV9	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IKON-8443BN	Panzerriegel / Protectorriegel Standardausführung Braun	IKON	0	0	0	844349084	NULL	0	2021-12-14 00:00:00.000
IKON-8443WS	Panzerriegel / Protectorriegel Standardausführung Weiß	IKON	0	0	0	844349083	NULL	0	2021-12-14 00:00:00.000
IKON-8444SGR	Panzerriegel / Protectorriegel Standardausführung Silbergrau	IKON	0	0	0	844349082	NULL	0	2021-12-14 00:00:00.000
IKON-9M28F1	Schutzrosette mit Zylinderabdeckung 9M28 Silber	IKON	0	0	0	9M2845128	NULL	0	2020-05-18 00:00:00.000
IKON-9M28F1MG	Schutzrosette mit Zylinderabdeckung 9M28  Silberfarben Messing, Matt gebürstet	IKON	4	4	1	9M2845123	NULL	0	2020-05-18 00:00:00.000
IMWVX	Individuelle Schliessanlage  Winkhaus X-TRA Nr: IMWVX	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-07-16 00:00:00.000
IS4TEJ	Individuelle Schließanlage IS4TEJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IS8TK	Individuelle Schliessanlage DOM RS Sigma plus Nr: IS8TK	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-23 00:00:00.000
IUCUP	Individuelle Schliessanlage DOM RS Sigma plus Nr: IUCUP	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-13 00:00:00.000
IUVAY7	Individuelle Schließanlage IUVAY7	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IV2T7F	Individuelle Schließanlage IV2T7F	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IWN0W9	Individuelle Schließanlage IWN0W9	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IWZD1F	Individuelle Schließanlage IWZD1F	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IXQT4J	Individuelle Schließanlage IXQT4J	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IZ28A1	Individuelle Schließanlage IZ28A1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
IZTNS	Individuelle Schliessanlage DOM RS Sigma plus Nr: IZTNS	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-13 00:00:00.000
J02ZL	Individuelle Schliessanlage DOM Twinstar Nr: J02ZL	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-05-14 00:00:00.000
J0X5L	Individuelle Schliessanlage DOM RS Sigma plus Nr: J0X5L	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-07 00:00:00.000
J1EQ2T	Individuelle Schließanlage J1EQ2T	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
J50YYI	Individuelle Schließanlage J50YYI	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
J6CP3N	Individuelle Schließanlage J6CP3N	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
J6YU1	Individuelle Schliessanlage DOM RS Sigma plus Nr: J6YU1	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-16 00:00:00.000
JC3BE	Individuelle Schliessanlage  Winkhaus X-TRA Nr: JC3BE	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-06 00:00:00.000
JCJ90	Individuelle Schliessanlage  Winkhaus X-TRA Nr: JCJ90	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-13 00:00:00.000
JDE798	Individuelle Schließanlage JDE798	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
JFC4M	Individuelle Schliessanlage  Winkhaus X-TRA Nr: JFC4M	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-02-14 00:00:00.000
JFW4K0	Individuelle Schließanlage JFW4K0	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
JJ8WT	Individuelle Schliessanlage DOM RS Sigma plus Nr: JJ8WT	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-18 00:00:00.000
JK9GZK	Individuelle Schließanlage JK9GZK	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
JKB1SL	Individuelle Schließanlage JKB1SL	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
JLANP	Individuelle Schliessanlage DOM RS Sigma plus Nr: JLANP	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-27 00:00:00.000
JO6BDS	Individuelle Schließanlage JO6BDS	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
JVYW3P	Individuelle Schließanlage JVYW3P	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
JWCPY	Individuelle Schliessanlage DOM RS Sigma plus Nr: JWCPY	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-28 00:00:00.000
JYGAX	Individuelle Schliessanlage DOM Twinstar Nr: JYGAX	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-06-26 00:00:00.000
JZEU1	Individuelle Schliessanlage DOM ix Twido Nr: JZEU1	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-02-19 00:00:00.000
JZQR00	Individuelle Schließanlage JZQR00	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K229AN	Individuelle Schließanlage K229AN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K2AO0F	Individuelle Schließanlage K2AO0F	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K359P	Individuelle Schliessanlage DOM ix Twido Nr: K359P	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-03 00:00:00.000
K3CJY	Individuelle Schliessanlage DOM ix Twido Nr: K3CJY	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-10-09 00:00:00.000
K41Z6Z	Individuelle Schließanlage K41Z6Z	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K5KZ56	Individuelle Schließanlage K5KZ56	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K651UK	Individuelle Schließanlage K651UK	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K6STG	Individuelle Schliessanlage DOM ix Twido Nr: K6STG	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-07-02 00:00:00.000
K6YJHF	Individuelle Schließanlage K6YJHF	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
K79C7I	Individuelle Schließanlage K79C7I	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
KA2DI	Individuelle Schliessanlage DOM ix Twido Nr: KA2DI	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-06-06 00:00:00.000
KB-25ML	Master Lock Schlüsselkasten KB-25ML für 25 Schlüssel	Master Lock	4	4	1	KB-25ML	NULL	0	2020-05-09 00:00:00.000
KB-50ML	Master Lock Schlüsselkasten KB-50ML für 50 Schlüssel	Master Lock	5	5	1	KB-50ML	NULL	0	2020-05-09 00:00:00.000
KB3WU	Individuelle Schliessanlage DOM RS Sigma plus Nr: KB3WU	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-10-29 00:00:00.000
KBLR5Q	Individuelle Schließanlage KBLR5Q	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
KBV-11-942	Schraubwechselstift 10/8 x 80mm, abgesetzt	NULL	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
KBV-11365	Türspionabdeckrosette, verchromt	NULL	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
KBV-11922	PSW-Schraubwechselstift 8x80 mm, für einseitig gebohrte Türen, mit Schraube von vorn	KBV	0	0	1	KBV-11/922	NULL	0	2021-11-23 00:00:00.000
KBV-11924	PSW-Schraubwechselstift 9x80 mm, für einseitig gebohrte Türen, mit Schraube von vorn	KBV	1	1	1	KBV-11/924	NULL	0	2021-11-23 00:00:00.000
KBV-11926	PSW-Schraubwechselstift 10x80 mm, für einseitig gebohrte Türen, mit Schraube von vorn	KBV	7	7	1	KBV-11/926	NULL	0	2021-11-23 00:00:00.000
KBV-47201	Schlüsselsafe-Putzblende, mit Staubschutzscheibe	KBV	3	3	0	NULL	NULL	0	2021-03-08 00:00:00.000
KBV-47260	Schlüsselsafe, vorgerichtet für Profilhalbzylinder	KBV	2	2	1	NULL	NULL	0	2021-03-08 00:00:00.000
KBV-47285	Schlüsselsafe, 4-stelliger Zahlencode	KBV	2	2	0	NULL	NULL	0	2021-03-08 00:00:00.000
KBV-55520	Schlüsselkasten mit Hebezylinder, 20 Haken, grau, KBV	KBV	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
KBV-55550	Schlüsselschrank, vorgerichtet für Profilhalbzylinder, 45 Haken, lichtgrau	KBV	3	3	0	NULL	NULL	0	2021-03-08 00:00:00.000
KBV-55554	Schlüsselschrank, vorgerichtet für Profilhalbzylinder, 150 Haken, lichtgrau	KBV	4	4	0	NULL	NULL	0	2021-03-08 00:00:00.000
KBV-90894	Vollstift 10x120 mm	KBV	20	20	1	514/894	NULL	0	2021-11-18 00:00:00.000
KBV-90898	Vollstift 10x160 mm	KBV	23	23	1	514/898	NULL	0	2021-11-18 00:00:00.000
KCAW1	Individuelle Schliessanlage DOM ix Twido Nr: KCAW1	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-06 00:00:00.000
KCIGJ	Individuelle Schliessanlage DOM Twinstar Nr: KCIGJ	Becker Sicherheitstechnik GmbH	0	0	0	NULL	NULL	0	2022-01-27 00:00:00.000
KEXPS1BBA111111M	Dormakaba Doppelzylinder expert plus	Dormakaba	0	0	1	K83	NULL	224	2020-05-25 00:00:00.000
KG0FVR	Individuelle Schließanlage KG0FVR	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
KH92Q	Individuelle Schliessanlage DOM RS Sigma plus Nr: KH92Q	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-17 00:00:00.000
KI6ER	Individuelle Schliessanlage  Winkhaus X-TRA Nr: KI6ER	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-09-07 00:00:00.000
KIL7GQ	Individuelle Schließanlage KIL7GQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
KIVK3	Individuelle Schliessanlage DOM ix Twido Nr: KIVK3	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-25 00:00:00.000
KO058	Individuelle Schliessanlage DOM ix Twido Nr: KO058	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-06-27 00:00:00.000
KOFMQ	Individuelle Schliessanlage DOM RS Sigma plus Nr: KOFMQ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-19 00:00:00.000
KPMIUW	Individuelle Schließanlage KPMIUW	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
KUI8U	Individuelle Schliessanlage  Winkhaus X-TRA Nr: KUI8U	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-16 00:00:00.000
KUZ313	Individuelle Schließanlage KUZ313	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
KVPIB	Individuelle Schliessanlage DOM RS Sigma plus Nr: KVPIB	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-10-18 00:00:00.000
KWS-1222.02	KWS Türfeststeller mit Tretbolzen, Hub 60 mm, silberfarbig	Woelm	8	8	1	1222.02	NULL	0	2020-09-15 00:00:00.000
KWS-1222.70w	KWS Türfeststeller mit Tretbolzen, Hub 60 mm, weiß	Woelm	6	6	0	NULL	NULL	0	2020-09-15 00:00:00.000
KWTNRI	Individuelle Schließanlage KWTNRI	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
